Activity_ID,ActivityNumber,ActivityName,SeasonName,ChildSeasonName,Type,CategoryName,OtherCategoryName,RiskCategoryName,EnrollMin,EnrollMax,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,AgesMin,AgesMinMonth,AgesMinWeek,AgesMax,AgesMaxMonth,AgesMaxWeek,GradeMin,GradeMax,WeekDays,PrimaryInstructorName,NumberOfHours,NumberOfDates,ActivityLocation,FeeDescription,AccountName,KeyFeesTotal,OtherFeesTotal,FeeSummary,Description,PublicURL
67863,73682,Specialized Programs 2025 New Years Dance,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Adult,,5,50,41,1/10/2025,1/10/2025,6:00 PM,8:00 PM,16,0,0,0,0,0,,,F,,2,1,Location unspecified,Activity Fee,SPPOP Class Adult Recreation,15,0,Standard charge: $15.00,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/67863
68235,74054,Specialized Programs Friday Night Hangout #1,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Adult,,5,25,21,1/17/2025,1/17/2025,5:30 PM,8:00 PM,21,0,0,0,0,0,,,F,,5,2,Magnuson CC Kitchen at Magnuson Community Center (bldg 47),Activity Fee,SPPOP Class Adult Recreation,15,0,Standard charge: $15.00,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/68235
67862,73681,Specialized Programs Friday Night Hangout #2,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Adult,,5,25,15,2/28/2025,2/28/2025,5:30 PM,8:00 PM,21,0,0,0,0,0,,,F,,2.5,1,Location unspecified,Activity Fee,SPPOP Class Adult Recreation,15,0,Standard charge: $15.00,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/67862
67864,73683,Specialized Programs Sweethearts Dance,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Adult,,5,50,39,2/7/2025,2/7/2025,6:00 PM,8:00 PM,16,0,0,0,0,0,,,F,,2,1,Location unspecified,Activity Fee,SPPOP Class Adult Recreation,15,0,Standard charge: $15.00,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/67864
68407,74226,BINGO Day,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Family,,5,Unlimited,15,3/9/2025,3/9/2025,12:00 PM,2:00 PM,0,0,0,0,0,0,,,Su,,2,1,Bitter Lake CC Multi-Purpose Room at Bitter Lake Community Center,Activity Fee,BL Fundraising,5,0,Standard charge: $5.00,"BINGO is the name of the game, and everybody is invited to  play and have a chance to win awesome prizes! We will start promptly at Noon and light refreshments will be provided. Entry fee is $5/person.",http://apm.activecommunities.com/seattle/Activity_Search/68407
66958,72777,Lunar New Year Celebration,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Family,,0,Unlimited,0,1/31/2025,1/31/2025,5:00 PM,7:00 PM,0,0,0,0,0,0,,,F,,2,1,Jefferson CC Gym at Jefferson Community Center,Activity Fee,JEF City Drop In Fee Revenue (POS),0,0,Standard charge: No Online Registration,"Celebrate Lunar New Year at Jefferson Community Center with this free family event! 2025 is the Year of the Snake and we will celebrate with activities, crafts, and food.",http://apm.activecommunities.com/seattle/Activity_Search/66958
68372,74191,Mardi Gras Celebration!,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Family,,0,100,73,3/4/2025,3/4/2025,6:00 PM,8:00 PM,0,0,0,0,0,0,,,Tu,,2,1,Ballard CC Captain Ballard Room at Ballard Community Center,Activity Fee,BAL Class Youth Recreation,0,0,Standard charge: Free,"Celebrate Mardi Gras with us at Ballard Community Center!  This fabulous event will include beignets, pancakes, music, and  lots of fun for the family! Costumes are welcome! Please register in advance so we  can count on you!",http://apm.activecommunities.com/seattle/Activity_Search/68372
68909,74728,Seattle Seahawks Watch Party,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Family,,0,Unlimited,1,1/5/2025,1/5/2025,1:00 PM,5:30 PM,5,0,0,0,0,0,,,Su,,4.5,1,Bitter Lake CC Multi-Purpose Room at Bitter Lake Community Center,Activity Fee,BL Class Adult,10,0,Standard charge: $10.00,Let?s watch the Seattle Seahawks take on the Los Angeles Rams on our 65? TV while enjoying delicious food. Doors open at 1pm. Attendees will be entered to win awesome Seahawks prizes. Entry fee is $10/family.,http://apm.activecommunities.com/seattle/Activity_Search/68909
67665,73484,Lake Union Loop,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Senior,,4,20,13,3/3/2025,3/3/2025,10:00 AM,1:00 PM,50,0,0,0,0,0,,,M,,3,1,Gas Works Park,Activity Fee,LLR Fundraising - Sound,0,0,Standard charge: Free,"6.5 mile walk around beautiful Lake Union, mostly flat.  Start and end at Gasworks Park. Several restroom stops along the way.  Bring water, snacks and dress for the weather.",http://apm.activecommunities.com/seattle/Activity_Search/67665
67902,73721,Trip: Hamilton Musical at Paramount Theatre,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Senior,,10,14,14,2/27/2025,2/27/2025,10:30 AM,4:30 PM,50,0,0,0,0,0,,,Th,,6,1,Location unspecified,Activity Fee,LLR Field Trip - SE (taxed),33,0,Standard charge: $33.00,"We'll start with lunch and social time downtown and then we'll enjoy a 1pm matinee of Hamilton at the historic Paramount Theatre. Playing for sold-out audiences on Broadway since 2015, and Hamilton is the epic saga that follows the rise of Founding Father Alexander Hamilton as he fights for honor, love, and a legacy that would shape the course of a nation. Based on Ron Chernow?s acclaimed biography and set to a score that blends hip-hop, R&B, and Broadway, HAMILTON features book, music, and lyrics by Lin-Manuel Miranda, and has won 11 Tony Awards, a Grammy®, Olivier Awards, the Pulitzer Prize for Drama, and an unprecedented special citation from the Kennedy Center Honors. Trip fee includes theatre admission and transportation, pay for lunch on your own (or bring your own). Wheelchair accessible.",http://apm.activecommunities.com/seattle/Activity_Search/67902
68569,74388,Specialized Programs Saturday Activities #1,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,5,12,8,2/1/2025,2/1/2025,9:00 AM,2:00 PM,12,0,0,22,0,0,,,Sa,,5,1,Location unspecified,Activity Fee,SPPOP Class Youth Recreation,0,0,Standard charge: No Online Registration,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/68569
68570,74389,Specialized Programs Saturday Activities #2,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,5,12,9,3/1/2025,3/1/2025,9:00 AM,2:00 PM,12,0,0,22,0,0,,,Sa,,5,1,Location unspecified,Activity Fee,SPPOP Class Youth Recreation,0,0,Standard charge: No Online Registration,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/68570
68571,74390,Specialized Programs Teen Overnight,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,5,20,17,3/14/2025,3/14/2025,6:00 PM,10:00 AM,12,0,0,22,0,0,,,F,,16,1,Location unspecified,Activity Fee,SPPOP Class Youth Recreation,60,0,Standard charge: $60.00,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/68571
68564,74383,Specialized Programs Teen Social #1,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,5,12,12,1/24/2025,1/24/2025,4:30 PM,8:30 PM,12,0,0,22,0,0,,,F,,8,2,Magnuson CC Kitchen at Magnuson Community Center (bldg 47),Activity Fee,SPPOP Class Youth Recreation,0,0,Standard charge: No Online Registration,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/68564
68565,74384,Specialized Programs Teen Social #2,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,5,12,13,1/31/2025,1/31/2025,4:30 PM,8:30 PM,12,0,0,22,0,0,,,F,,4,1,Location unspecified,Activity Fee,SPPOP Class Youth Recreation,0,0,Standard charge: No Online Registration,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/68565
68566,74385,Specialized Programs Teen Social #3,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,5,12,12,2/21/2025,2/21/2025,4:30 PM,8:30 PM,12,0,0,22,0,0,,,F,,4,1,Location unspecified,Activity Fee,SPPOP Class Youth Recreation,0,0,Standard charge: No Online Registration,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/68566
68567,74386,Specialized Programs Teen Social #4,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,5,12,10,3/7/2025,3/7/2025,4:30 PM,8:30 PM,12,0,0,22,0,0,,,F,,4,1,Location unspecified,Activity Fee,SPPOP Class Youth Recreation,0,0,Standard charge: No Online Registration,"Contact the Specialized Programs Office for more information. Phone: 206-684-4950, email: PKS_Specialized_Programs@seattle.gov. Participant Information Form must be turned in prior to registration.",http://apm.activecommunities.com/seattle/Activity_Search/68567
69801,75620,Take a break: GameWorks,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,10,10,10,2/20/2025,2/20/2025,2:00 PM,6:00 PM,10,0,0,17,0,0,,,Th,,4,1,Ravenna-Eckstein CC Teen Room at Ravenna-Eckstein Community Center,Activity Fee,RE Class Youth Recreation,0,0,Standard charge: Free,Take a trip downtown to Gameworks with your friends! First 100 tickets are freeand a meal is included.,http://apm.activecommunities.com/seattle/Activity_Search/69801
69806,75625,Take a break: Laser dome,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,10,10,10,2/21/2025,2/21/2025,2:00 PM,6:00 PM,10,0,0,17,0,0,,,F,,4,1,Ravenna-Eckstein CC Teen Room at Ravenna-Eckstein Community Center,Activity Fee,RE Class Youth Recreation,5,0,Standard charge: $5.00,Explore PacSci and enjoy a Laser Show with your friends! Free Meal Included -participants decide from surrounding options.,http://apm.activecommunities.com/seattle/Activity_Search/69806
69799,75618,Take a break: Skyzone,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,10,10,9,2/18/2025,2/18/2025,2:00 PM,6:00 PM,10,0,0,17,0,0,,,Tu,,4,1,Meet at Ravenna Eckstein Community Center at 2pm,Activity Fee,RE Class Youth Recreation,10,0,Standard charge: $10.00,"Jump into Mid-Winter Break and join us on a trip to Sky Zone! Enjoy the zipline,challenge course, jump zone, and more for 90min. Free Meal included - participants get to choose from surrounding options.",http://apm.activecommunities.com/seattle/Activity_Search/69799
69927,75747,Teen Night: Green Lake Getaway,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,2,10,2,1/10/2025,3/28/2025,5:45 PM,8:15 PM,11,0,0,17,0,0,,,F,,15,6,Ravenna-Eckstein CC Teen Room at Ravenna-Eckstein Community Center,,,0,0,Free,"Description: Hop in our van and head to Green Lake CC for a  night of free activities. Leaving at 5:45pm from Rav Eck CC, enjoy Teen Open  Gym 6-7pm, Teen Open Swim 7-7:45pm, and a small meal. Back to Rav Eck CC by  8:15pm.",http://apm.activecommunities.com/seattle/Activity_Search/69927
69807,75626,Teen Night: Ice Skating,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Teen,,2,10,0,1/31/2025,3/28/2025,5:30 PM,7:30 PM,11,0,0,17,0,0,,,F,,6,3,Ravenna-Eckstein CC Teen Room at Ravenna-Eckstein Community Center,Activity Fee,RE Class Youth Recreation,0,0,Standard charge: Free,Take a trip up to the Kraken Iceplex for a Free Teen Skate Night. Rentals included.Waiver required.,http://apm.activecommunities.com/seattle/Activity_Search/69807
70215,76035,Toddler Valentine's Party,Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Toddler,,15,50,61,2/11/2025,2/11/2025,10:00 AM,12:00 PM,1,0,0,6,0,0,,,Tu,,4,2,Laurelhurst CC Multi-Purpose Room at Laurelhurst Community Center,Activity Fee,LAU Class Youth Recreation,6,0,Standard charge: $6.00,"Join us in some Valentine fun! Our pint-sized Toddler  Valentine Event will have games, arts and crafts music, treats and fun for all.  This Event is for ages 1-5 and we will have activities focused each age group  including our toddler playroom. Valentine themed outfits are encouraged but not  required! (Pre-registration required.)",http://apm.activecommunities.com/seattle/Activity_Search/70215
68093,73912,Wonderful Wednesdays (Parents Night),Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Youth,,4,10,6,1/8/2025,1/8/2025,5:15 PM,8:15 PM,3,0,0,9,0,0,,,W,,3,1,Loyal Heights CC Room 06 at Loyal Heights Community Center,Activity Fee,LH Class Youth Recreation,30,0,Standard charge: $30.00,"Join us for Wonderful  Wednesdays at Loyal Heights CC. It's the perfect way to give yourself a  mid-week parents night out or take a chance to catch up, talk about what?s  going on and what?s coming up. You can rest easy knowing that your children are  engaged in fun activities such as arts and crafts, group games make new friends  in a safe, trusted place. We will provide a child-friendly dinner and feel free  to bring your children in their evening cozies because, after an evening of fun  with their new friends they will fall fast asleep. Child must be fully Pottey trained. Please notify us of  allergies or food restrictions upon registration.",http://apm.activecommunities.com/seattle/Activity_Search/68093
68095,73914,Wonderful Wednesdays (Parents Night),Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Youth,,4,10,4,1/22/2025,1/22/2025,5:15 PM,8:15 PM,3,0,0,9,0,0,,,W,,3,1,Loyal Heights CC Room 06 at Loyal Heights Community Center,Activity Fee,LH Class Youth Recreation,30,0,Standard charge: $30.00,"Join us for Wonderful  Wednesdays at Loyal Heights CC. It's the perfect way to give yourself a  mid-week parents night out or take a chance to catch up, talk about what?s  going on and what?s coming up. You can rest easy knowing that your children are  engaged in fun activities such as arts and crafts, group games make new friends  in a safe, trusted place. We will provide a child-friendly dinner and feel free  to bring your children in their evening cozies because, after an evening of fun  with their new friends they will fall fast asleep. Child must be fully Pottey trained. Please notify us of  allergies or food restrictions upon registration.",http://apm.activecommunities.com/seattle/Activity_Search/68095
68096,73915,Wonderful Wednesdays (Parents Night),Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Youth,,4,10,3,2/12/2025,2/12/2025,5:15 PM,8:15 PM,3,0,0,9,0,0,,,W,,3,1,Loyal Heights CC Room 06 at Loyal Heights Community Center,Activity Fee,LH Class Youth Recreation,30,0,Standard charge: $30.00,"Join us for Wonderful  Wednesdays at Loyal Heights CC. It's the perfect way to give yourself a  mid-week parents night out or take a chance to catch up, talk about what?s  going on and what?s coming up. You can rest easy knowing that your children are  engaged in fun activities such as arts and crafts, group games make new friends  in a safe, trusted place. We will provide a child-friendly dinner and feel free  to bring your children in their evening cozies because, after an evening of fun  with their new friends they will fall fast asleep. Child must be fully Pottey trained. Please notify us of  allergies or food restrictions upon registration.",http://apm.activecommunities.com/seattle/Activity_Search/68096
68097,73916,Wonderful Wednesdays (Parents Night),Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Youth,,4,10,4,2/26/2025,2/26/2025,5:15 PM,8:15 PM,3,0,0,9,0,0,,,W,,3,1,Loyal Heights CC Room 06 at Loyal Heights Community Center,Activity Fee,LH Class Youth Recreation,30,0,Standard charge: $30.00,"Join us for Wonderful  Wednesdays at Loyal Heights CC. It's the perfect way to give yourself a  mid-week parents night out or take a chance to catch up, talk about what?s  going on and what?s coming up. You can rest easy knowing that your children are  engaged in fun activities such as arts and crafts, group games make new friends  in a safe, trusted place. We will provide a child-friendly dinner and feel free  to bring your children in their evening cozies because, after an evening of fun  with their new friends they will fall fast asleep. Child must be fully Pottey trained. Please notify us of  allergies or food restrictions upon registration.",http://apm.activecommunities.com/seattle/Activity_Search/68097
68099,73918,Wonderful Wednesdays (Parents Night),Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Youth,,4,10,8,3/5/2025,3/5/2025,5:15 PM,8:15 PM,3,0,0,9,0,0,,,W,,3,1,Loyal Heights CC Room 06 at Loyal Heights Community Center,Activity Fee,LH Class Youth Recreation,30,0,Standard charge: $30.00,"Join us for Wonderful  Wednesdays at Loyal Heights CC. It's the perfect way to give yourself a  mid-week parents night out or take a chance to catch up, talk about what?s  going on and what?s coming up. You can rest easy knowing that your children are  engaged in fun activities such as arts and crafts, group games make new friends  in a safe, trusted place. We will provide a child-friendly dinner and feel free  to bring your children in their evening cozies because, after an evening of fun  with their new friends they will fall fast asleep. Child must be fully Pottey trained. Please notify us of  allergies or food restrictions upon registration.",http://apm.activecommunities.com/seattle/Activity_Search/68099
68100,73919,Wonderful Wednesdays (Parents Night),Winter 2025,Winter 2025: Term 2,Activity,"Field Trips, Special Events & Overnights",Youth,,4,10,8,3/26/2025,3/26/2025,5:15 PM,8:15 PM,3,0,0,9,0,0,,,W,,3,1,Loyal Heights CC Room 06 at Loyal Heights Community Center,Activity Fee,LH Class Youth Recreation,30,0,Standard charge: $30.00,"Join us for Wonderful  Wednesdays at Loyal Heights CC. It's the perfect way to give yourself a  mid-week parents night out or take a chance to catch up, talk about what?s  going on and what?s coming up. You can rest easy knowing that your children are  engaged in fun activities such as arts and crafts, group games make new friends  in a safe, trusted place. We will provide a child-friendly dinner and feel free  to bring your children in their evening cozies because, after an evening of fun  with their new friends they will fall fast asleep. Child must be fully Pottey trained. Please notify us of  allergies or food restrictions upon registration.",http://apm.activecommunities.com/seattle/Activity_Search/68100
69327,75146,SPD Mixed Gender Personal Safety Class,Winter 2025,Winter 2025: Term 2,Activity,First Aid & Safety,,,10,60,9,2/27/2025,2/27/2025,7:00 PM,8:00 PM,14,0,0,0,0,0,,,Th,,1,1,Miller CC Multi-Purpose Room at Miller Community Center,,,0,0,Free,"Learn how to be proactive and enhance your personal safety. Through discussion and lecture you will be taught to avoid dangerous situations and decrease the odds of becoming a victim. Presented to you by Seattle police officers, this is not a self-defense class.",http://apm.activecommunities.com/seattle/Activity_Search/69327
69328,75147,SPD Mixed Gender Personal Safety Class,Winter 2025,Winter 2025: Term 2,Activity,First Aid & Safety,,,10,60,9,3/13/2025,3/13/2025,7:00 PM,8:00 PM,14,0,0,0,0,0,,,Th,,1,1,Miller CC Multi-Purpose Room at Miller Community Center,,,0,0,Free,"Learn how to be proactive and enhance your personal safety. Through discussion and lecture you will be taught to avoid dangerous situations and decrease the odds of becoming a victim. Presented to you by Seattle police officers, this is not a self-defense class.",http://apm.activecommunities.com/seattle/Activity_Search/69328
67050,72869,SPD Women's Personal Safety Class-Free,Winter 2025,Winter 2025: Term 2,Activity,First Aid & Safety,,,10,30,20,2/22/2025,2/22/2025,1:00 PM,3:00 PM,14,0,0,0,0,0,,,Sa,,2,1,Green Lake CC Room 01 - Medium at Green Lake Community Center,Activity Fee,MGSN Activity Virtual/Hybrid,0,0,Standard charge: Free,Through discussion and lecture you will be taught to avoid dangerous  situations and decrease the odds of becoming a victim. Presented to you by  female and male Seattle police officers and is not a self-defense class. This  will be an in-person class. Must register by January 31st.,http://apm.activecommunities.com/seattle/Activity_Search/67050
67071,72890,All Level Yoga?Flow with Breath,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,9,20,12,1/6/2025,3/31/2025,5:30 PM,6:30 PM,16,0,0,0,0,0,,,M,,7,7,Loyal Heights CC Room 02 at Loyal Heights Community Center,Activity Fee,LH Class Adult,84,0,Standard charge: $84.00,This all-ages class focuses on creating extra space  inside the body through deep stretching and breath. Participants will also gain  benefits from practicing techniques to control breathing (pranayama - Life  Force) to achieve calmness that also helps to clarify the mind. (No class 1/20-2/24),http://apm.activecommunities.com/seattle/Activity_Search/67071
67307,73126,Back in Action Gentle Yoga,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,11,22,22,1/10/2025,3/21/2025,12:00 PM,1:00 PM,50,0,0,0,0,0,,,F,,11,11,High Point CC Multi-Purpose Room at High Point Community Center,Activity Fee,LLR Class Senior Adult - SW,88,0,Standard charge: $88.00,"Have you been out of action for awhile? In this gentle yoga class you can focus on enjoyable movements that will help you build strength and restore functionality of your muscles and joints. You will learn easy poses to improve your balance, flexibility and range of motion. All the poses can be modified to avoid pain, and there are no kneeling poses. Everyone can work at their own pace in a no-competition atmosphere, with peaceful music and plenty of wonderful relaxation at the end. Suitable for beginners. Bring a yoga mat if you have one, and a small blanket or large towel for covering up at the end.  Instructor: J. Reed",http://apm.activecommunities.com/seattle/Activity_Search/67307
67644,73463,Beginner Pickleball Skills & Drills- Session 1,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,4,16,15,1/6/2025,2/10/2025,9:30 AM,11:00 AM,18,0,0,0,0,0,,,M,,7.5,5,Queen Anne CC Gym at Queen Anne Community Center,Activity Fee,QA Class Adult,90,0,Standard charge: $90.00,"Learn the basic strokes, rules, and strategies of pickleball. A cross between tennis, badminton, and ping pong, this sport enjoys a large community of players in the Pacific Northwest. Once you've learned the basics, you can join our drop-in play across most of the Community Centers in Seattle. This class is designed for beginning and intermediate players.",http://apm.activecommunities.com/seattle/Activity_Search/67644
67645,73464,Beginner Pickleball Skills & Drills- Session 2,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,4,16,16,2/24/2025,3/24/2025,9:30 AM,11:00 AM,18,0,0,0,0,0,,,M,,7.5,5,Queen Anne CC Gym at Queen Anne Community Center,Activity Fee,QA Class Adult,90,0,Activity Fee for 1 participants: $90.00,"Learn the basic strokes, rules, and strategies of pickleball. A cross between tennis, badminton, and ping pong, this sport enjoys a large community of players in the Pacific Northwest. Once you've learned the basics, you can join our drop-in play across most of the Community Centers in Seattle. This class is designed for beginning and intermediate players. ***No Class Nov 11***",http://apm.activecommunities.com/seattle/Activity_Search/67645
66641,72460,Bettyball (Social Basketball),Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,10,25,21,1/6/2025,3/31/2025,10:30 AM,12:00 PM,50,0,0,0,0,0,,,M,,18,12,Green Lake CC Gym at Green Lake Community Center,Activity Fee,LLR Class Senior Adult - NW,0,0,Standard charge: Free,"Bettyball is an unskilled and quirky version of pickup basketball for adults. It's played on a half court with a minimum of rules to follow, and no score keeping. It is a great community builder for older adults who want to have fun in a friendly group while staying in shape. Laughter is encouraged! (Registration required to participate.)",http://apm.activecommunities.com/seattle/Activity_Search/66641
67308,73127,Bollywood Fitness,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,8,24,9,1/10/2025,3/21/2025,10:00 AM,11:00 AM,50,0,0,0,0,0,,,F,,11,11,Delridge CC Multi-Purpose Room at Delridge Community Center,Activity Fee,LLR Class Senior Adult - SW,88,0,Standard charge: $88.00,"New Location! Fitness fusion that combines global dance, strength training and whole body stretching, to give you a complete workout--body, mind and soul! Set to fun world music (Bollywood, Latin, Western pop and others), you'll get a great workout and learn music and moves from other cultures. Please bring 3-5 lb. hand weights, a mat, water bottle and towel. Instructor: A. Carver",http://apm.activecommunities.com/seattle/Activity_Search/67308
67510,73329,Building Balance With Friends,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,4,20,20,1/9/2025,3/20/2025,1:00 PM,2:30 PM,50,0,0,0,0,0,,,Th,,13.5,9,Meadowbrook CC Multi-Purpose Room - Larg at Meadowbrook Community Center,Activity Fee,LLR Class Senior Adult - NE,0,0,Standard charge: Free,"Balance?s many dimensions work together to keep  you upright and active. This class is an opportunity to build your balance  skills through playful exercises and the company of new friends. Let?s keep the  workout lighthearted! Each class includes a walk in the interesting Meadowbrook  neighborhood. Bring your willingness and water bottle. Registration is  required to take this course.  Instructor: M Kaye. No class 2/20, 3/6",http://apm.activecommunities.com/seattle/Activity_Search/67510
66642,72461,Chair Strength and Tone M,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,11,16,14,1/6/2025,3/17/2025,11:30 AM,12:15 PM,50,0,0,0,0,0,,,M,,6.75,9,Bitter Lake CC Multi-Purpose Room at Bitter Lake Community Center,Activity Fee,LLR Class Senior Adult - NW,54,0,Standard charge: $54.00,"  Strengthen and tone all muscle groups for improved health and fitness in this low-level fitness class.  Great for those who are just starting an exercise regimen, or those who need to stay fit but need the security of a chair. Instructor: J. Rayor (No meeting 20 Jan, 17 Feb)    ",http://apm.activecommunities.com/seattle/Activity_Search/66642
66644,72463,Chair Yoga,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,10,15,8,1/10/2025,3/21/2025,1:00 PM,1:45 PM,50,0,0,0,0,0,,,F,,8.25,11,Bitter Lake CC Multi-Purpose Room at Bitter Lake Community Center,Activity Fee,LLR Class Senior Adult - NW,66,0,Standard charge: $66.00,"Stretch and move with awareness, correct alignment, and a focus on breath to increase strength and stamina, improve flexibility, and develop better balance, posture, poise,  and peace of mind. Chair yoga offers accessibility and is adapted for individuals with mobility and  balance challenges. Instructor: J Robin ",http://apm.activecommunities.com/seattle/Activity_Search/66644
66645,72464,Circuit Training,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,12,16,16,1/9/2025,3/20/2025,9:30 AM,10:30 AM,50,0,0,0,0,0,,,Th,,8,8,Loyal Heights CC Fitness Center at Loyal Heights Community Center,Activity Fee,LLR Class Senior Adult - NW,64,0,Standard charge: $64.00,"Become a stronger you!  Circuit training strengthens your major muscle groups as you rotate among training stations. Instructor: R Buyce (NO CLASS: Jan. 23, Jan. 30, and March 6)",http://apm.activecommunities.com/seattle/Activity_Search/66645
66646,72465,Circuit Training,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,12,16,16,1/7/2025,3/18/2025,9:30 AM,10:30 AM,50,0,0,0,0,0,,,Tu,,9,9,Loyal Heights CC Fitness Center at Loyal Heights Community Center,Activity Fee,LLR Class Senior Adult - NW,72,0,Standard charge: $72.00,"Become a stronger you!  Circuit training strengthens your major muscle groups as you rotate among training stations. Instructor: R Buyce    NO CLASS: Jan. 21, and Jan. 28.",http://apm.activecommunities.com/seattle/Activity_Search/66646
66647,72466,Circuit Training,Winter 2025,Winter 2025: Term 2,Activity,"Fitness, Health & Wellness",,,10,16,16,1/10/2025,3/21/2025,9:30 AM,10:30 AM,50,0,0,0,0,0,,,F,,9,9,Bitter Lake CC Multi-Purpose Room at Bitter Lake Community Center,Activity Fee,LLR Class Senior Adult - NW,72,0,Standard charge: $72.00,"Become a stronger you!  Circuit training strengthens your major muscle groups as you rotate among training stations. Instructor: R Buyce.NO CLASS: Jan. 24, and Jan. 31",http://apm.activecommunities.com/seattle/Activity_Search/66647
